address,snapshot1,snapshot2
0x03B0b0Fc2c5F042D5d1d744f19464903FF3789E6,3700000000000000000,2900000000000000000
0x03C25c81E480BC73Db92bD71b04c25167891D426,1345627060382708904912,2231491283512939944396
0x03d37f058A014Ab1FCdD19C92644dbF80aB8c311,1351283191653990689739,3058365005524760924718
0x03e3999592D194b5A2dD9209102b9B534CaEcdF9,1299880284398004042778,1286616199863330532138
0x03fF1B9a48FBA6B5D0b6c8Da5cA723471c1C655F,143610032617024517415,0
0x0409dDAf7e22189a847383429818AD3d81659e2A,0,220906664444132919097
0x04325a2242D24Fb0BF23ae5Bcb952aDcf68359B6,200000000000000000000,1027500000000000000000
0x043df2FCDce668c8221BE5dae21b07b3bf483448,2880000000000000000000,0
0x0456515e5cFf85ad245b4bcd33EBdb28dA6a6493,9800000000000000000,9700000000000000000
0x0487248d0fFbCD2cE5fC75AB27640E16ced7Ad66,133752487822290875634,132387666517981785066
0x049aA75E6ab5e2ab2ae21ddab95252aB76EC800a,87000000000000000000,83000000000000000000
0x049BC20fa95Ba1403c0Fd78Ef1455C342E67B8D8,6173060151491971584,4906791402467977413
0x04a542178490A736a6d93B522c39b8114B3458E3,317736543021217989216,280667279668742557140
0x04aDDC2569DFdf5649Ff15603c935F081f17CB8f,591140632703368935000,447833812654067375000
0x04b199C1E53b8742501363262dBb2f13c65B6A97,143971477551598912400,133101511041881033400
0x04C5c5E26B6342341106834851d45D48ad049745,33000000000000000000,25000000000000000000
0x04D15eE4E0f4195054129f2D84cE2571E3e1a07c,0,29698905988668298201
0x04E4AC7941D8227e41cfB61d594A528a9fB233Db,111564478361608695770,167346717542413043655
0x04E7092f86560518b952D71885153425397B990b,1690889482333607198000,1617707477403451058000
0x04EaD9464E267451846238A0a18aDa31F543a315,1020000000000000000000,1800000000000000000000
0x04f1789B54B58c6C5b6DF7FD485F6fc98Dd5D29c,14455331722320360078,8030739845733533377
0x050e4e12B409a13ABF2CD2CFd8a4db6759A4b59f,9315504291673487474775,0
0x052e0b2615dc9ca10aC3644a796BBE5Cb8b78d1A,283,189
0x053BBE06Ad4F726C55367742A57A194B729a24e7,893132621199671360000,0
0x05421C8303c7E36dcf2314E27b6a32209Ad3B7b7,762678127567789680000,606231332169268720000
0x0544A863c353A33717b29C56c90f6b19ebD28C4b,9178306705277005626937,33355081355490167062620
0x05480882C86BE2bd9D3da7464CA67dd4046e101D,70200000000000000000,55800000000000000000
0x055f559BE7943dE7396999F1406cE1733A8F192d,0,359490600000000000000
0x05768d66b343C78cd97Fa0ec8Af168efa65BFFdD,3920000000000000000000,10000000000000000000000
0x057faAc3579cF1DA6c98e19536bf64Aa644BDc30,1000000000000000000,0
0x05944c025361fc9F5043B0f64d7BCC9E278630e7,2000000000000000000,0
0x05a053a4D8dAc6d1Ab5A6926b977c07d2Ebe645F,39181808048453340985,33803912826116607908
0x05a4448597935c508e4ad0D2CF56d56beDb246Ce,93310151358775311513,90199812980149467795
0x05B00d69D50426020749e1e1c60901E129D3E43B,3160833942753860026152,2973679301406591964120
0x05B1E26147D27c4d39f264B17839704c452f92de,9000000000000000000,5000000000000000000
0x05c9db8B2b5Ad47dE646fE32D68b9E2c3e6a109c,10800000000000000000,0
0x05D3B3ad61ABBAeb848916327D5a1F3B75331Ab9,0,1802848771341308280000
0x05D3dB5BCbea4A44c5e93D1B9CFfDD38d681796D,38949045452342021400,15199627493596886400
0x05DD13154a7104288d56500122d819Eea3cC8A34,31291998144258594754,24375867785214697335
0x05eb2559fA3760748428209742bf3b0C12411d8D,8175350983395131000,22073447655166853700
0x05f39aB06cFBE54c73F0183dcb0a85520D44d7c2,5751097196603104800000,5982690070541575050000
0x06040158f9DD01fB6CC71Ad99EC854C1a5A69ee9,0,32665784686323020172
0x060f0D9fb006115cc9F9345224a1A0e495E60939,0,1062423182865279946
0x064823bff2072457bF54842c9A4C039c7a7B4b8C,183558956450287590000,415148873294987664000
0x064d2FA793858e45bd532f02eF385962e7134Ee7,9800639267346773007,4133787770744210581446
0x066e7119f7D4E3bBf1aF2Fe905cec6D844825FBE,354288749043335821210,350636287712992152950
0x068705aC7fd46865865E4A35Cd47b901Ff2C5442,83573081990774665727,62679811493080999272
0x06a8C1b5F8b94C8501360e0d8750bf4E98e09Af0,0,90000000000000000000
0x06AFe0dBF84c1007062071bFaF327590a7728b2B,0,400950000000000000000
0x06c0622d0e119E9FC4c6d7b2C84bABa2aCfaA0Dc,0,2400000000000000000000
0x06F05e06D27F604b064504BD9805F71bc37F5A0E,0,584999992066066386551
0x06f62B8B2eebdE73dd4F0E1fA9b1321D63fd5c3A,196000000000000000000,1765400000000000000000
0x06fE3829c7ea8B444264fac89B585126f1285331,48984438555006820232,39426499324761587016
0x06Ff58b214090c23D4FB56644B8B01538de3495D,480000000000000000000,0
0x070D866c723438324781DAB4fdc5B90dB186E1C3,196000000000000000000,194000000000000000000
0x071720E09F85dF0F01875183F854f7C46D09E69f,62162886550021498182,58079193273012786588
0x0727AEBB7f01f79A9E6FB1930Da8B6575eaDDBA1,0,700000000000000000000
0x072b7BB4860Fe8700f6c46AAef8FBCa49d6fC9DA,19894000000000000000,19691000000000000000
0x072eB97e6A9413FcC178391FDC03Db7f5D0a1523,0,1934418652423993250000
0x073Bb8c6d58519C989FF662Fa9C215Bdd339B190,2357500000000000000000,1435000000000000000000
0x0743C080AB509B7F2643db1FDCd591e0d6051DAa,4001390786770747500000,3180592676663927500000
0x074E2cAc504fF3b19f4035BaFe23E1ad54d1e871,10511697837464914840,0
0x0752De059d4Cb9720F6321F83F2975143c94C82a,775395665973343481374,0
0x075757b546A83B8607A917a6Ef13eC2a16C80246,712079246216391540050,360000000000000000000
0x077ACDD1302213Bde68c40b0D7adE501B7f77C08,0,203517404311840773043
0x078cB6F44d3cAc0D9C98745fd4e331677cF65eb8,0,1072221863817271276
0x07AB86B3B2FC66FbF7A138d25D2dc780CEBCB363,4200000000000000000,2400000000000000000
0x07aD2f67B2a40459dff941B5f4430b3c1981De97,3081551413554544881160,0
0x07B13c4c3d45bC30c8ad388e2B649b98F76925C6,63465277717049882514,107478318415150443036
0x07bC260147E692088111efe5416Bc234ec28d194,3374,0
0x07C96a9daCFA61D2Ad35fabB1bB284e49eb22C8B,0,290205326288997130117
0x07E8c226AfF3Bfc70e4134B7909Eab25dd06007e,21000000000000000000,0
0x07E9d06db58A77407DB95D93Fbe1275a46F97463,79804615480241748761,48576722466234107941
0x07eD00ea965C1E10ef2eDBA542e0A0fA98F2F474,3900000000000000000,3100000000000000000
0x0806687bA75A4145778419f0C606b3879a21c0a4,11820122333857095550,0
0x081Fba453624Da22f20DC292570052bB86735175,2100000000000000000,1200000000000000000
0x08467f8F499B2b44a3D0072b8C03180847A854C4,365124604075149265955,510773518650125976000
0x084B6D7720d1548364C3bD8AA38274c017a16ef6,0,532036114283997513051
0x085d9Df1764C49458fF8cA0F487f8382C15835a4,98853396314465004542,96835980063149392204
0x086085a4c2aa12B4B81746Cb1FB47558a5B16355,13504041672342944958,384446835999574424924
0x0877acafd6362938B38a7b28a6f8F5121e51E791,0,690544048520956252000
0x087f0c224Cdb1682F70287daF9846813CFC064E5,0,1871605814069055323245
0x08911Eb7a64a9e840e8aa51991AcdAaAd014d233,0,495729503285955853000
0x0896642c5420e3bF1B77E1aC2231486EEF026Dd3,0,11000289646672144750000
0x089d700d9234107C39704b951690eBcE90fe643c,138600000000000000000,158400000000000000000
0x089Ebd3dFF675B13F75e08fDa4fD66BE2F9C1d7E,6997194102952043723,0
0x08BB4A1F4D006f3Ca2aE4d864002b4054d897944,1027115858668857800000,0
0x08c4076A84AD68fD1b33ABF0e235bfBb1a881e0e,97739424226721328000,238239846552633237000
0x08dA14f506813c2bbF9995E20d73bC31ABfdB29a,61748709536527089193,48397637204305015854
0x08eAE1C66b5Ca9CFB62383AF21a68A98FaA1024B,0,722556000000000000000
0x0908239ee183215948Af304B5180002B944Cd394,5800000000000000000,4200000000000000000
0x091857f9fEC8e49442C843104d4E79922d116Ff0,56000000000000000000,56000000000000000000
0x091C03991c232033d7c86908E2299b6deB30d75A,392020823519285807000,388020611034395135500
0x092eac691968911F07c37C938D17eeA96e049A9d,1796002687411647853511,1759349571342022387113
0x0942086a607b12Fe0Dd5467620E6231C354bA175,0,490508231877292719417
0x09597E85b90A5c90EC3e59015312a8795eBFe0Dd,9887692152865694624,0
0x09683144b588549deFb4008aF3Dbbfb6641ad1E9,339076160315138557169,335616199495596326994
0x096c08408a86A5C060AD730B509aa61EE2BCbC6d,0,1091610000000000000000
0x096eDfE03c04d91D1F297662092AC1B336e6D427,0,464798469718454573859
0x096F8a0D9D8d73F6cB7202700aDF2a9D67E0422c,875000000000000000000,4175000000000000000000
0x0974bf6913c762EB143eE7a1e244166E4eB2B5a4,25148887121722451244,70294185111002816322
0x097dA78486D49763b2Ad55F19327DC27068f8a20,478800000000000000000,2912700000000000000000
0x09B4a86a160e37D06FA2fb5749326b5A6106Fe9d,733360723089564480000,647801972062448624000
0x09D880a90b9c0d218bF53e888E12668D6490AA92,513606409202958120000,0
0x09F25ef6ba14DA72F28BC11432C70391E25c64B9,34164000000000000000,27156000000000000000
0x09f37FC3C3d8b6b789e6840C26FaA7dD66Baf76d,822360000000000000000,0
0x09FdCFD6f607a06fD4Aeed74F5cE6548C8eaf3fC,650000000000000000000,0
0x09ff0A2400be2906a76212898d7589d9eDBE20bC,384200061110648644851,348181305381525334396
0x0A19cbF9272F3e2afb66e373C44411f41Ba80E1e,124700000000000000000,648264755867719359977
0x0a5f29cfC60857c89D05e8B77d553b7519D7E31f,18312661786803475567,0
0x0A61a48E402cdC76CC67F4947C3007E22CC23830,1960000000000000000000,1940000000000000000000
0x0A6dAe483f40aCE61d088f533adaC32DE2298E18,420000000000000000000,1120000000000000000000
0x0A719f0c66CEd5e256DC2a4f92F6244d564eC42e,0,6994016365656496625
0x0A748239B04ee94F89cE915a5DA44B97CBFeE656,127061260829450816296,9874
0x0a7553De19CaBC2feDB8CC4E2290Ef5AFA2aBA52,16169256597252526342,9842156189631972556
0x0A76e32256203c38D8CEa53d687008BAc3e34923,6490000000000000000000,5834000000000000000000
0x0A7a4e9BD0d88aE882Fc823A85cbf50683f60E4C,238439700000000000000,158959800000000000000
0x0a9Dc9ABf2752B9044fE3d204A9BFd227f5f36Aa,17833055760816204550,14353435124559384150
0x0aabd56e02B908Ddcf19dB5418805E447F133449,5999945727120603904,0
0x0aEEf01A4F9bE0801Feed10b469acff89F40985b,19500000000000000000,15500000000000000000
0x0b0036FDE7180a3Ae5BDD5C4eDD9761974C6c370,2272703599245173352080,0
0x0B00CB7d7247B77F828360ac1Af6826b01e667cB,147,0
0x0b133B2b7eABc270d11057654edd300a0e76E064,441000000000000000000,400750000000000000000
0x0B1479aad22b4F1633f917F6538D89e6ae7bB218,546611100000000000000,858960300000000000000
0x0B1765587f0610702d36a2dDCEa6e37c41bE9B81,366969986957938732,203872214976632629
0x0b1B00DF926eD6317A5604c4dF0134507D0324E5,16073281730672526147,9184732417527157798
0x0b204e49A610211BFe1aE2f0F4d924055fd387b4,698108734739683479549,1338041741584393335803
0x0b219d368d0b8fe6b44fADcc43eE3B43c51Ba3D9,2162988609276106575,30098467726282301962
0x0b25F8417971287f9173A2463544bDb241f1d431,0,2627907456453899393238
0x0b2718935dCd4525c51DA8B0f0Ca58aC90aF345e,58895286729087116400,203716067287186102600
0x0b2D6Aebd93B13174dA7FEa682e9E3E5189a5C07,0,67436656125903938641
0x0b396Ca0C60120e60cb0f1ea46087C31adf3bf27,659537246289393923374,1751500000000000000000
0x0b6d741C16Bd042C5a95C63b2c7ba3E775bb634d,4400000000000000000000,4960000000000000000000
0x0B8C3C8a60873224fC13738BfCD1ef03c2842206,12000000000000000000,0
0x0bA869C9fB65CC3981612ad01cc9c6c3B7261F74,100,0
0x0baE81559A7246e0FD4aD434cD330A60B8Ecbf70,0,2111029735176652966149
0x0BAf78675e80038ea0Ba8d7271DBd6AFD764661C,0,20000000000000000000
0x0BB7bd224C1A26af74FeD5595B246aCb0EA2F45C,27637794959899212934,15354330533277340519
0x0bc50945A74130c3Af562B595Bcc1C434451eC52,11001553629091899962,9601355894480203603
0x0bCBfcf3fdba607091c6c27Ad69B197FE2d15992,0,173395567313226284150
0x0BCc7b085aFBd0994776b78599C08415ffBC6071,100100000000000000000,3025700000000000000000
0x0bd1A237d678F661505E65b190b1b6FbBBeB28C6,11416926869350863200000,23719084706024805797516
0x0Be07e6a6C559dD487146b5c855dF851afCBc471,86146996793548977873,71789163994624148518
0x0be5149120375A4B5ba59352D55173C9B0283C3d,9866497548559062541,9396664331961011944
0x0c05ED848E840AEDFA94FF269D42B8D353446AdD,0,146355768408474388660
0x0C0775D13cd47d7647fA4CB0035Ec3c2e34C45b9,31772124038402870100,96607165545911994973
0x0c0ECA310cF57997693C8417Df1Ccc0729335645,88126417419884964000,0
0x0C149119166d186299A8894a596106743f280B22,33118187325390306300000,30279485554642565760000
0x0C2d955EB4F45C60b3Ea4E1aF7C07DA8E9F00165,95400722934988653593000,150298292064437887270000
0x0C368C858593e631d7D1A4Ddf2c9A954c027ae28,0,53047330570211173272
0x0c3c684403D88480Af1F98fF824fCE6a83C741e6,65502179366649341527,65502179366649341527
0x0c3C6e08f890B03B1d2c5F072C6C895aaeDfB0df,398088941231810096708,316429671235541358922
0x0c3FdA7875a436810C4e30512F161Ea568aa6A41,0,410000000000000000000
0x0C4978B2f05c913Dfd56aB78d31EAb0d74be41eb,0,10841456577762498349
0x0c4B20fFECE06FFBD8F62D383Aaa4322572019Eb,411585866885784720000,0
0x0C4Db9ebB7bCf7039310C30eD06d06b6E46C7444,2996943303204601590000,1712539030402629480000
0x0C4DfF600a3Ef5C11a3506642e62a7d480b60252,35950286287935765179,0
0x0c52A9fA27e40CC03618374c161866E2958aa772,0,125088292579056497565
0x0C67fA0ecc34813FC01f517276895Fa3aDCfeE37,0,27558611892294686975
0x0C737C708f2e7B200400889498E4254aFc97360c,19625735414954807420000,20068447000821693210000
0x0C7B6f48fAE4D97EAcE1103f302535eDd7CB3D42,2721857025472473170000,2362366474938372940000
0x0C7c7F87DA98BBee4815071F0470FF4d6ed8419A,32191979412408171494,27940208546618412995
0x0C94830d50797d3bda3eDF0a2e04938a93BC11fC,5319100000000000000000,4329500000000000000000
0x0Ca82768386fDF00CBe59debBffC1c062EDdAaD5,0,1016434249886165760195
0x0Cc6143c0D19aaF543bF1DFDd771e1B3F56BFC9D,2480000000000000000000,10925904433051911150000
0x0cc7476c04Bad22Cc78464c69f726111dDb92222,3500000000000000000,0
0x0ceaA3fA269877a0fB194ED383605fc2527eB0A0,0,6036521925896735509507
0x0CF29C333A84064723B3c8d4630A5AF539F18E3c,1001700000000000000000,667800000000000000000
0x0Cf84F01C311Dc093969136B1814F05B5b3167F6,0,2000000000000000000000
0x0CF9D16383e41FcFf5d24205D9bd763cF4d262Cd,214543162681220163000,122596092960697236000
0x0d08E5676c862451E5E285795e170268E9f030eE,3448289728841413204000,4141420131470829800000
0x0D10CE07B6e33F81116F33721e9db8257DEec6D0,159145088326631746200,138125925717453968400
0x0D1eb2D3eDfeB5603f3444CEA391fc281E04197C,40800000000000000000,35200000000000000000
0x0D205efD9f21B59B3608013252EDEF572F9f234C,7053557929334428960000,6888981101068200544000
0x0d52a9c2f696D6D50e019c1BC7481d4450b0342F,21000000000000000000,12000000000000000000
0x0d59FB99FC52D3fbD3dbB740F882Db485095cCc4,175477738686844710180,97487632603802616767
0x0d68F5776674af338690183a88F9E34c8C063a15,511199999999999998530,17608500000000000000
0x0d9A67fe3b9B9Fbe633A9E937db2d27294C9E5FC,49000000000000000000,880859056501554359317
0x0dc1263173104a93C853bFb5b9E3fFfbCDaD7659,1916736031093657620207,1792272652451212320194
0x0dc8C057546836F74A04018fE4631b3F392CAa63,81759631428872018232,60660371705292142559
0x0de290F9717764641B9694C246338A477Cff9543,0,267834081065752272300
0x0Df80408E24f816C9AD0Dc40f5Ca8Eae0D88f869,586223457350202858470,465972491739904836220
0x0DFe9D147a2aE92fA7aA561e485f0D91F13ad301,0,1799500000000000000000
0x0DfF0F7fFe1b10304eAcf10bDc6DCE85DD732994,73739827299780962386,0
0x0e1a2e379fb9ed15bDA0BED2CC83dD63b8Bd441F,485600000000000000000,517915352148506621099
0x0e2069FA38786D193444c52536d1aa7B00e7865B,9898989898989898000000,9797979797979797000000
0x0e3077FA56F74b5AD8346337DA482d72F3C2355C,37405659607468996636,12845327608688693920
0x0E3c043519DEf71C1133d0471E32aEd070a819a6,0,59200000000000000000
0x0E4Aa60aB1F605EBc9b108e258e2d5102C11e70E,504366012736236675000,322794248151191472000
0x0E554764226f52fab89E55217F0dd8153A3DAD6b,248704341601838477585,197688066401461353977
0x0e65B76cd65cf4DcD474A2402FDda492549A3978,984065398331863512838,848997598560823422840
0x0E66C294b5228605d8a264eC1F9604dfBE9C9926,0,115000000000000000000
0x0E798C02481B2A91A766f8434a34876F5c0f5627,0,232800000000000000000
0x0e941Fed8700d50c72CE79a7438434B6c2f87BbC,5860466310599836240000,4269046579704191068000
0x0Ea1B6d90f548d4F341355b657E2530BeAf91F57,390838126540673790000,373467543138866066000
0x0eAAAC64f75bCf0d6ad7E400AD812eE0F9688e13,0,5826161560258649567
0x0eb68b83821857f6aD0347e0f111A33C5bAAd3e3,2390344897530864033384,8096
0x0eB96E0E5569804d7Dd81E0631Ef45c925f7f39D,0,3216749297135529048310
0x0eCBa7501C4D668a254002140c2378b5b1a518B1,1399999999999999958,3999999999999999964
0x0eD03EbA8a20183FD087a859dEa1776b8d6D713A,79404148492206779406,436771670322992064500
0x0Ed26A54D83d0df3EBbBBF6aaC003c9aF6874870,0,143796220213640106000
0x0ed31C64f54cEE64B4b47f446B28cc2dDcA8c749,1171074354164534035871,1045602101932619674885
0x0Ee09722B37144cdD6DAb048198d305AeBD6F02c,18000000000000000000,10000000000000000000
0x0EE55aE961521fefcc8F7368e1f72ceF1190f2C9,320000000000000000000,1920000000000000000000
0x0f06C370B28C7cc16642320348499F024ebe32d5,10000000000000000000,0
0x0f23D67F6115E601423D23299bFCff580955Aa8f,50481941195851442196,30728138119213921337
0x0f3C7C398d96414Db7d022865c75a1e872C7F327,404276890311629708718,383807174346483900682
0x0F64e667A1D3Ba851Ced3D0c48835CD0AD3aC834,1022378062652291931000,930821818235668773000
0x0f67D413d13258D39da3498e2E08f76863e933dE,1169040759937932800769,502774844636267961392
0x0F739c8e4C1A45853aca83CdD4C06a9E69FA67aB,560000000000000000000,2560000000000000000000
0x0f840431E4a340A2de3365dc13B69BD1A2Fc44FE,34746015680701272281,240740251502001672236
0x0f919A4632F588dd3eCA52fb5a816E7e1737b660,768296340538552080000,0
0x0f9962D18E2C6c500a686607A2D6fFBB1CdF5611,3600000000000000000,0
0x0fa2A5A8Ed69d2C5BD9D4E3654DD6891f430f36F,0,21000000000000000000
0x0fA36ea577AD67C61e0b7631C55BD305533B8C94,84215640590065870030,194070083957210591905
0x0FB5B52cA714D07321A4913408B00e83675b53F8,1224085291700903880000,2550177691043549750000
0x0Fb6cb47619C031272d5BA97B044F2002Db0361E,39200000000000000000,38800000000000000000
0x0FbAB34e188aC4e3DAE5eD028D6351085b455b08,21420511530789724476,18002271059982268309
0x0Fc1F690EA0ff6949bD8f4F411eC51ef7b58D29e,257050000000000000000,251750000000000000000
0x0fD520F8f90d4842663951655eD909826fc9E908,985,0
0x0fe11130B1819e2E3E5e5308b9EA16fFDa2032a6,7883113900602393472,0
0x1002D9E169D5389574c381a2cf0f7e0D798e920f,1027566403459475051,1017081031995602856
0x100776B4Eb47d99933A742F8Db02BF0AAA062364,4568732606842013400,10624959550795380000
0x100Bd192769D10CA81DA96105A5427CfA4F1036a,396000000000000000000,300000000000000000000
0x102268ED06Cf28218C581c125DA0246dF1bb1f05,3670465540262941750000,2349097945768282720000
0x1024cC10BC95b17850aef25Ac378dd5a1668200E,105000000000000000000,0
0x104562bFddadE5F08582eCf2A4Cd61A3759696fA,14037117622922877735308,8021210070241644420176
0x104f7B8671589f86aC87ddE4e05262b888B3b16B,27720000000000000000,0
0x105E96daB0e1288015ed5d56F54D44053F1F82D8,0,275715118753851756856
0x1063E23Cb14960f8890Fa9Ae0f6C0cBD7177a19D,1614,0
0x106D5bcD38f25e584150E1915687675C36D28eA8,135376335250616270000,243677403451109286000
0x10819B17e4B4CE365A632658F7754F5B5cE147c0,4558022313983425467,10600051892984710390
0x1081AbF242bdf1bFfCb307Cab2ffBE2570339c3F,2027247357154751740000,944779359678565230000
0x1085025f18d090f24d2aAF282c75001a4699eA17,59982455241043078514,89973682861564617771
0x1091dC01903892aBf38d3CAC98CB24721D51CB99,3649962202136401060000,6132808545603944220000
0x10b0661981F970746158aE4B50E5c6D3b6867975,70631362697083613092,53508608103851222040
0x10B545F4760dF6C97e5DAF568Eb6090ADbc83273,3900000000000000000,3100000000000000000
0x10c54575977D4c654aa8DC254cE949737928A828,19835896399135003843,15766994573671413311
0x10cb5a31Fd79310d2Bb73E66530F849A6CFB2e9b,0,1775462270952771380
0x10e409A5F3d2EcC162D689BcbB0ef887406B317b,2700000000000000000,1800000000000000000
0x10E52Ec81735f8c7185EAae4A86a9504C5673C6D,0,500000000000000000000
0x10E6dAD4bB48ae5F8B73D140d61dc2057Df25a5f,30000000000000000000,52500000000000000000
0x10E7e4224800087bd5473B0876c638b68bA3bfCe,700000000000000000000,700000000000000000000
