0x0006230B517B06e63b9086e7a43E4E70C523751d,429383199637197000000
0x0019cf2D5476d5006260b582Ee973f0dE6212DF3,34161703861979200000
0x002B24Bd31cC35c72c78007bb3f309a489AF5D26,142426142735991000000
0x00309826dc86140Ef9f11aBFa3742Df035A10934,160788651514899000000
0x00397D81c4b005e86Df0492fd468891AD2153377,155017447722436000000
0x004d5c3C8BE30478A5b58f1ff1a98F38f65d3b1D,5079612467808320000
0x004fDbc8C22aE5ab06cA84D933f45Dd87e9e252a,45216199753527700000
0x00537a7aEaF33b66f8BA73De66512a10F50C1239,3990001566518560000000
0x00587210A5c18690Da1B825fd6F3F9c583f52268,267360635657175000000
0x007565a945232d3C434fa5A20e691764702D65Cc,3574664362118020000000
0x0078A0c1D523181E3CDd798647aD1c6d0306Bb47,6624869802437360000
0x0084607fFFA62eae449CEeA975bb9710ADa455c2,19197022499345500000
0x0095AFC96094160CeA6a5E00b5858369F25F3d74,8381765537476970000
0x00b8290F5fbf354656856b4DEf6961b59dEed8e6,1806399045551920000
0x00bE24972a705eeCeD07053c84F01cC8B860B70b,222501518332509000000
0x00c93592A6d4Fb0b7829027044DcaF2A4Ac47c86,514088649359490000000
0x00f63088800E6a1891E05843bB6dC96FBB54F354,271042298089403000
0x00Fb98b676e6677b9B20c5A2A1Ed51D45734FFea,4265606770923530000
0x01081b1821383E48289828B8B1d03ee8e5b31E44,74031137574947200000
0x0111F8768b123EEFE2B4D645Af85E331DA9C445C,1303180010504300000000
0x0117E91a70d7A2Ca31e838069a585003798BCd7D,2909223651779850000
0x01190DA45dE5151e69D906bE9CB2BdE4d486caF8,607031841104454000000
0x011ae0B0B6DAef84492f9812399a9404068c6a14,34671562073256200000
0x012284b9DcA8D887d5Ca0F746100A960aB0803B9,441990041471290000
0x01252BdB4927bFEED7e4c87a4a33d4DA8D3D5Aa5,1559765869132690000000
0x01485557C2BC6E26c7187ff4cC38d5d9474405D4,39332493067948100000
0x0148715bF8F3dD3fB39C742EfbDC564a5693A884,6332326464900690000
0x0149F4Ffb5d9628fdC269b835f3BA6428770226e,1813577494685880000
0x0156c17fe07392D81B870805a6a061C751C90F34,2437808801712460000
0x016feeca99CEa3019dd6E2796C6DF786F887b8cA,170622871236160000000
0x01740c9FCff3607531B363dC940378D2A9fE837D,884785435989261000000
0x018f9e9e09d8A3e817128882Eaaf9a0d3BB24054,66177636902220600000
0x0196aD265c56F2b18B708C75CE9358A0b6DF64CF,
0x01A06B5a3C2F556Be150DDFbF0d3Dd30d06952F7,24759149722998900000
0x01Ab06F4Eb304a6f804E26CbE5f16D23D06b68a5,294593852635127000000
0x01B5FceFa2fD6bA0B569781B3dc3B2989D5249fC,3331157802112010000
