"id","staker","amount","block","locked_until","timestamp"
59831,"0xA71E8c8eC54888a342586B342c7e86c4646e255f",29155388483,3477609,1655461695,1625066696
13930,"0xD1323574E352512F108e44C23bA21a2280345347",587823544,3301821,1644575295,1619526901
13930,"0xD1323574E352512F108e44C23bA21a2280345347",587823544,3301821,1644575295,1619526901
62491,"0xb4C40C87F222199591835cC8D593D73B880b213E",1968054157,3546374,1642156095,1627238331
62491,"0xb4C40C87F222199591835cC8D593D73B880b213E",1968054157,3546374,1642156095,1627238331
61462,"0xDa43e8D0fc4EA3e1C278C7f81B26cb26287B1D6b",76511496582,3521045,1628850495,1626432524
61462,"0xDa43e8D0fc4EA3e1C278C7f81B26cb26287B1D6b",76511496582,3521045,1628850495,1626432524
62467,"0xf2180Ae98015a7dba61253e617A77Fa2956E0a1C",1785629869,3543367,1638527295,1627143660
62467,"0xf2180Ae98015a7dba61253e617A77Fa2956E0a1C",1785629869,3543367,1638527295,1627143660
7900,"0x89C56adfd2f193e5a5c9534BA6E82B9575957338",124804800000,3264122,1640946495,1618339167
7900,"0x89C56adfd2f193e5a5c9534BA6E82B9575957338",124804800000,3264122,1640946495,1618339167
49987,"0x279c97271d33Db878E4a8232876aD270e66538DF",917800000,3407960,1705055295,1622829927
49987,"0x279c97271d33Db878E4a8232876aD270e66538DF",917800000,3407960,1705055295,1622829927
61512,"0xDe1EcDed11660bcB9315c5ad4d58A000414920Fe",17347209346,3521710,1628850495,1626453652
61512,"0xDe1EcDed11660bcB9315c5ad4d58A000414920Fe",17347209346,3521710,1628850495,1626453652
63150,"0x22F79F80825696164a632429F6D54dAcB00dbB4C",141800000,3559910,1706264895,1627665485
63150,"0x22F79F80825696164a632429F6D54dAcB00dbB4C",141800000,3559910,1706264895,1627665485
56814,"0x9AC00CcbF773160a0db86233ad2072F23A5C6Bae",435762575,3449211,1627640895,1624151872
56814,"0x9AC00CcbF773160a0db86233ad2072F23A5C6Bae",435762575,3449211,1627640895,1624151872
68955,"0xC6D74688e59Cb9Ea1295fBDaCa08e145E605b289",6711097142,3615505,1632479295,1629411397
49787,"0xfE57181ee0a77762b95C3817cCF523235a67deEC",189392575,3406011,1628850495,1622769145
49787,"0xfE57181ee0a77762b95C3817cCF523235a67deEC",189392575,3406011,1628850495,1622769145
48389,"0x4a1BA3f7BEC6dBce47baC2982c4d2Bc185433D7E",8103202112,3376595,1628850495,1621848958
48389,"0x4a1BA3f7BEC6dBce47baC2982c4d2Bc185433D7E",8103202112,3376595,1628850495,1621848958
50836,"0x339B2128EeC6592c5e26D0fE821F952e3bec85C2",2951930977,3422663,1625221695,1623294557
61599,"0x2ffc4f5e24CC13203A3638DbdeBfdE7CA1cB83C0",25786152682,3524184,1706264895,1626531213
60726,"0xb91E1bBB2aFc118DcB4c62B8d58749707c4694F1",775437202,3514451,1627640895,1626224530
60726,"0xb91E1bBB2aFc118DcB4c62B8d58749707c4694F1",775437202,3514451,1627640895,1626224530
48036,"0xc78e7731dA04aA6E6ce730cCA7aaE517523f49df",45632170377,3363339,1633688895,1621425125
48036,"0xc78e7731dA04aA6E6ce730cCA7aaE517523f49df",45632170377,3363339,1633688895,1621425125
57540,"0xCe6208894BCc98c9B00683A5676fd98c9746416e",624254151,3469810,1648204095,1624821874
57540,"0xCe6208894BCc98c9B00683A5676fd98c9746416e",624254151,3469810,1648204095,1624821874
50056,"0x4f7e8446231Fe14656F0e543741F584f9281D55c",20857032543,3408593,1642156095,1622849407
60663,"0x2d2f683F30113F7E9357b5345cA650864028aC95",1335283913,3510878,1702636095,1626110563
60663,"0x2d2f683F30113F7E9357b5345cA650864028aC95",1335283913,3510878,1702636095,1626110563
12842,"0x0C2d955EB4F45C60b3Ea4E1aF7C07DA8E9F00165",428000000,3293598,1626431295,1619274853
12842,"0x0C2d955EB4F45C60b3Ea4E1aF7C07DA8E9F00165",428000000,3293598,1626431295,1619274853
57512,"0x050e4e12B409a13ABF2CD2CFd8a4db6759A4b59f",67109653366,3464395,1625221695,1624648625
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1636108095,1628008352
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1636108095,1628008352
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1636108095,1628008507
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1636108095,1628008507
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1636108095,1628008679
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1636108095,1628008679
67532,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9130000000,3570668,1636108095,1628007599
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1636108095,1628008799
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1636108095,1628008799
57018,"0x60e7a0579b154956bb64F731076A5Cf7602105D0",686027935,3456627,1625221695,1624396341
57018,"0x60e7a0579b154956bb64F731076A5Cf7602105D0",686027935,3456627,1625221695,1624396341
60545,"0x24b7C46e9024f8939C533437c04B842d81277FC0",110675686352,3501190,1628850495,1625804983
60545,"0x24b7C46e9024f8939C533437c04B842d81277FC0",110675686352,3501190,1628850495,1625804983
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1633688895,1628008352
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1633688895,1628008352
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1633688895,1628008507
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1633688895,1628008507
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1633688895,1628008679
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1633688895,1628008679
67532,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9130000000,3570668,1633688895,1628007599
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1633688895,1628008799
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1633688895,1628008799
51464,"0xdd13eB27AF410eA094C2Ac357f1B79b62F738062",436575528,3431365,1626431295,1623574585
51464,"0xdd13eB27AF410eA094C2Ac357f1B79b62F738062",436575528,3431365,1626431295,1623574585
60605,"0x03fF1B9a48FBA6B5D0b6c8Da5cA723471c1C655F",1921629472,3505079,1639736895,1625927581
60605,"0x03fF1B9a48FBA6B5D0b6c8Da5cA723471c1C655F",1921629472,3505079,1639736895,1625927581
14010,"0xa22981B7C5c3d7462E3146652424b429F518E90a",2986047509,3311634,1637317695,1619831571
14010,"0xa22981B7C5c3d7462E3146652424b429F518E90a",2986047509,3311634,1637317695,1619831571
60630,"0x93DaA900b36937b86c7f1653a580C67FBe4D66FA",8791862524,3509319,1633688895,1626060909
60630,"0x93DaA900b36937b86c7f1653a580C67FBe4D66FA",8791862524,3509319,1633688895,1626060909
24326,"0x5caFfb83946156a39B258AaED3727edB1D53297f",5139055932,3332504,1626431295,1620457817
24326,"0x5caFfb83946156a39B258AaED3727edB1D53297f",5139055932,3332504,1626431295,1620457817
50099,"0xb98134a9eB95bC78eEe95F05818CE0CC8697f5f8",9642974527,3409797,1625221695,1622886847
50099,"0xb98134a9eB95bC78eEe95F05818CE0CC8697f5f8",9642974527,3409797,1625221695,1622886847
12615,"0xb98134a9eB95bC78eEe95F05818CE0CC8697f5f8",9642974527,3279798,1625221695,1618847890
12615,"0xb98134a9eB95bC78eEe95F05818CE0CC8697f5f8",9642974527,3279798,1625221695,1618847890
69027,"0x72b58B06AEd8cFf8b5f424F55f7dD6edc955d749",3604000000,3617391,1640946495,1629470858
69024,"0x72b58B06AEd8cFf8b5f424F55f7dD6edc955d749",3748000000,3617383,1640946495,1629470560
69026,"0x72b58B06AEd8cFf8b5f424F55f7dD6edc955d749",3628000000,3617388,1640946495,1629470732
68117,"0xA838387F798671889DfBbb3C7a72E8B39541fDdA",3944199600,3591326,1628850495,1628655981
49603,"0x99f802dfBfC677A4A5818FB85318d4ADa399223a",4231008455,3396737,1625221695,1622473096
49603,"0x99f802dfBfC677A4A5818FB85318d4ADa399223a",4231008455,3396737,1625221695,1622473096
69081,"0x1EEe213155050E6efE37103a82f3C8263ACb1425",725801361,3618326,1632479295,1629500482
48757,"0x93AF7f678c8965f9a6577E890c068cf867076abC",358605131270,3385329,1625221695,1622117874
48757,"0x93AF7f678c8965f9a6577E890c068cf867076abC",358605131270,3385329,1625221695,1622117874
58850,"0xA8DAE124096797D15C4041c43f9F1987B27a5fe7",28740000000,3491113,1627640895,1625489274
58850,"0xA8DAE124096797D15C4041c43f9F1987B27a5fe7",28740000000,3491113,1627640895,1625489274
51021,"0x38046a3da9498C13aE9749c5C3FedF0d4B3e2D42",76300000,3426442,1672396095,1623417477
51021,"0x38046a3da9498C13aE9749c5C3FedF0d4B3e2D42",76300000,3426442,1672396095,1623417477
28545,"0xD547d6eaf4a9213a36A54167E83BC3aBd8DE6B8E",1368032726,3341481,1627640895,1620734028
28545,"0xD547d6eaf4a9213a36A54167E83BC3aBd8DE6B8E",1368032726,3341481,1627640895,1620734028
57543,"0x2913404e9CD1E96AE4CDC6D468836A01a1c0F66c",86370700000,3470412,1650623295,1624841197
57543,"0x2913404e9CD1E96AE4CDC6D468836A01a1c0F66c",86370700000,3470412,1650623295,1624841197
56683,"0xCE5Db5cb0B58F08261D1736C150d9e51248daA4C",13087355512,3444238,1627640895,1623992818
56683,"0xCE5Db5cb0B58F08261D1736C150d9e51248daA4C",13087355512,3444238,1627640895,1623992818
50100,"0x7042cA0C2B96D4Fb57308Bf48BD59c511C3442a9",5676000000,3409844,1627640895,1622888287
50100,"0x7042cA0C2B96D4Fb57308Bf48BD59c511C3442a9",5676000000,3409844,1627640895,1622888287
56541,"0x8D13FdAF3aF04693655B8D429B2d81823Fb486eE",347200000000,3440023,1643365695,1623858322
56541,"0x8D13FdAF3aF04693655B8D429B2d81823Fb486eE",347200000000,3440023,1643365695,1623858322
48684,"0x0b2C327046b9f66E11752d1220bEd0712B0D0188",281100000,3382471,1627640895,1622030116
48684,"0x0b2C327046b9f66E11752d1220bEd0712B0D0188",281100000,3382471,1627640895,1622030116
20236,"0x8aE9e107EAfAd53e536807D0DfC62fA4AF4842e6",937205524,3330093,1640946495,1620380535
20236,"0x8aE9e107EAfAd53e536807D0DfC62fA4AF4842e6",937205524,3330093,1640946495,1620380535
56982,"0x583681dE66498F9EBe611a37c0f53D26fCe8669F",30248046756,3456078,1705055295,1624378924
56982,"0x583681dE66498F9EBe611a37c0f53D26fCe8669F",30248046756,3456078,1705055295,1624378924
49789,"0x62af254964aD0005772C106AE3fc294c3E5b4d83",2380000000,3406107,1625221695,1622772049
49789,"0x62af254964aD0005772C106AE3fc294c3E5b4d83",2380000000,3406107,1625221695,1622772049
50812,"0xaa75B8C9E01Ac2e9Fc041a39D36a6536540B2072",69020000000,3421880,1626431295,1623268767
50967,"0x25F6A545F00FbC14F7619179f4C3c06ae3a32875",3664252619,3424218,1633688895,1623345728
50967,"0x25F6A545F00FbC14F7619179f4C3c06ae3a32875",3664252619,3424218,1633688895,1623345728
48672,"0x5FF09C6DCa8aF94F89d1E0f1dB542D2293CDd4B4",285600000,3382379,1625221695,1622027374
48672,"0x5FF09C6DCa8aF94F89d1E0f1dB542D2293CDd4B4",285600000,3382379,1625221695,1622027374
51507,"0x302b4A8fc3dF2E2907Ba46b1508FE067a134644D",83723789,3434608,1705055295,1623679398
51507,"0x302b4A8fc3dF2E2907Ba46b1508FE067a134644D",83723789,3434608,1705055295,1623679398
43855,"0x7CfF107562C41E0D74880f9718ee4e0e5756C5df",432554208,3355501,1642156095,1621173833
43855,"0x7CfF107562C41E0D74880f9718ee4e0e5756C5df",432554208,3355501,1642156095,1621173833
43852,"0xd14b85B0a9aca1e23574E1a9C150AF78576D5a82",236500000,3355480,1625221695,1621173255
43852,"0xd14b85B0a9aca1e23574E1a9C150AF78576D5a82",236500000,3355480,1625221695,1621173255
28475,"0x5a127d889a5840eE8D484F84D988821775472040",26040000000,3339558,1640946495,1620674820
28475,"0x5a127d889a5840eE8D484F84D988821775472040",26040000000,3339558,1640946495,1620674820
68807,"0x87bE84F86D81eD96f157293c9E91a2f50A5F3634",20088331963,3609617,1644575295,1629229206
62329,"0x0A748239B04ee94F89cE915a5DA44B97CBFeE656",126709019,3535672,1707474495,1626897467
8891,"0x6C3FD90B8859ffE91668A3BB1D8aFF85B988049a",34240000000,3271380,1640946495,1618582009
8891,"0x6C3FD90B8859ffE91668A3BB1D8aFF85B988049a",34240000000,3271380,1640946495,1618582009
56951,"0xEcc03538d9Af264725dABd36417441F7971c91F6",9380855957,3455390,1630060095,1624355925
56951,"0xEcc03538d9Af264725dABd36417441F7971c91F6",9380855957,3455390,1630060095,1624355925
50839,"0x74D584565DcA4Bc3a026C1cA65722e6E0097f162",18228678,3422816,1640946495,1623299637
50839,"0x74D584565DcA4Bc3a026C1cA65722e6E0097f162",18228678,3422816,1640946495,1623299637
58780,"0x06Ff58b214090c23D4FB56644B8B01538de3495D",28740000000,3491108,1627640895,1625489090
58780,"0x06Ff58b214090c23D4FB56644B8B01538de3495D",28740000000,3491108,1627640895,1625489090
49615,"0xc6EC292485F8392e0890B1D5E4ac571816A12D5d",2793000000,3397054,1628850495,1622483053
49615,"0xc6EC292485F8392e0890B1D5E4ac571816A12D5d",2793000000,3397054,1628850495,1622483053
48307,"0xC6EEd518b74158dddC2BEF7619E4b4E5EF379286",2117758043,3371348,1638527295,1621686571
48307,"0xC6EEd518b74158dddC2BEF7619E4b4E5EF379286",2117758043,3371348,1638527295,1621686571
57480,"0x990CDC924755c998Ad8BEC04da91d658306E109D",6025760128,3461222,1674815295,1624545286
57480,"0x990CDC924755c998Ad8BEC04da91d658306E109D",6025760128,3461222,1674815295,1624545286
34700,"0xE7551DE79A7ec7991128531b4a7a84E3F57C2A15",1113320410,3344280,1642156095,1620820047
34700,"0xE7551DE79A7ec7991128531b4a7a84E3F57C2A15",1113320410,3344280,1642156095,1620820047
48562,"0x4De4EF28Db8893C16DEa9E791E7aF50e68918A0E",7097944000,3377922,1628850495,1621889841
48562,"0x4De4EF28Db8893C16DEa9E791E7aF50e68918A0E",7097944000,3377922,1628850495,1621889841
61439,"0x5aFdd9F9DE393010AA8C3aDbf04242e06e62De01",7218139649,3518734,1626431295,1626360471
56546,"0x6Cd33D7653D8BcC657640C7E06Be8602BD7b2266",8613700589,3440304,1627640895,1623867700
56979,"0xFbeC2c5cbB8bf4179E605520c6Be48D75ED5dF81",1785131830,3455967,1633688895,1624375373
56979,"0xFbeC2c5cbB8bf4179E605520c6Be48D75ED5dF81",1785131830,3455967,1633688895,1624375373
60516,"0x7235e7c2B191c6D0dc328BF19f4A1B211f0C9d1f",10110051658,3499423,1632479295,1625749466
60516,"0x7235e7c2B191c6D0dc328BF19f4A1B211f0C9d1f",10110051658,3499423,1632479295,1625749466
48948,"0x934AA6f416Ac197F4133efa4fb3B900d80Ab6D20",17281457230,3386492,1643365695,1622156860
48948,"0x934AA6f416Ac197F4133efa4fb3B900d80Ab6D20",17281457230,3386492,1643365695,1622156860
49655,"0xf63a521ad77803a3b5f92EDdb4613D719d32448a",119979906969,3399946,1632479295,1622576331
49655,"0xf63a521ad77803a3b5f92EDdb4613D719d32448a",119979906969,3399946,1632479295,1622576331
48426,"0xd3c045C4E0428a0593AD3cf10576a16d21ef7c0f",37480000000,3376821,1627640895,1621856392
48426,"0xd3c045C4E0428a0593AD3cf10576a16d21ef7c0f",37480000000,3376821,1627640895,1621856392
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1631269695,1628008352
67193,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9250000000,3570689,1631269695,1628008352
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1631269695,1628008507
67194,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9370000000,3570695,1631269695,1628008507
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1631269695,1628008679
67195,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9520000000,3570701,1631269695,1628008679
67532,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9130000000,3570668,1631269695,1628007599
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1631269695,1628008799
67196,"0x5c7595f0038e424a37bd493C96aea874b387c67d",9640000000,3570704,1631269695,1628008799
63473,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",74500000,3565616,1683282495,1627846175
63473,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",74500000,3565616,1683282495,1627846175
63472,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",78700000,3565614,1683282495,1627846115
63472,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",78700000,3565614,1683282495,1627846115
63471,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",84700000,3565611,1683282495,1627846051
63471,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",84700000,3565611,1683282495,1627846051
63470,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",91900000,3565609,1683282495,1627846027
63470,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",91900000,3565609,1683282495,1627846027
49604,"0x611C07e04ca7D777316008797975F82b0507e06f",65959412756,3396775,1626431295,1622474284
58178,"0x669121522AEf644a79342007133d033c04Cb39be",522827090,3476785,1627640895,1625040837
58178,"0x669121522AEf644a79342007133d033c04Cb39be",522827090,3476785,1627640895,1625040837
56963,"0x3BF76665B8f364B285B391Bb9fCf17dd10d2F427",837113095,3455786,1627640895,1624368950
56963,"0x3BF76665B8f364B285B391Bb9fCf17dd10d2F427",837113095,3455786,1627640895,1624368950
8427,"0x4E132ac3bAF0C9Df73A9157cD4606D068390EcDC",17454247124,3264325,1642156095,1618346823
8427,"0x4E132ac3bAF0C9Df73A9157cD4606D068390EcDC",17454247124,3264325,1642156095,1618346823
50037,"0x461d382B594b09B1A740F6264fE939f79b5e8deE",4235000000,3408380,1648204095,1622842996
56675,"0xACEa9Ccf23Ebdc736EFB1Dddc7D6F1737d1dDE57",32585000000,3443102,1630060095,1623956508
56675,"0xACEa9Ccf23Ebdc736EFB1Dddc7D6F1737d1dDE57",32585000000,3443102,1630060095,1623956508
56674,"0xACEa9Ccf23Ebdc736EFB1Dddc7D6F1737d1dDE57",33320000000,3443099,1630060095,1623956427
56674,"0xACEa9Ccf23Ebdc736EFB1Dddc7D6F1737d1dDE57",33320000000,3443099,1630060095,1623956427
57486,"0x221aD01bF490849C1a13058a7079cbF7632a6cc6",3503176000,3461455,1625221695,1624553352
57486,"0x221aD01bF490849C1a13058a7079cbF7632a6cc6",3503176000,3461455,1625221695,1624553352
68777,"0x4178466FD56f3593B3E1b11a54e4014491F3599A",9461115260,3608956,1638527295,1629208096
60629,"0x2ca26038b680F03c970b044301AbaDf99a0f2802",25722472307,3508740,1642156095,1626041769
60629,"0x2ca26038b680F03c970b044301AbaDf99a0f2802",25722472307,3508740,1642156095,1626041769
13669,"0xf63a521ad77803a3b5f92EDdb4613D719d32448a",135575660637,3284905,1626431295,1619009103
13669,"0xf63a521ad77803a3b5f92EDdb4613D719d32448a",135575660637,3284905,1626431295,1619009103
63473,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",74500000,3565616,1651832895,1627846175
63473,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",74500000,3565616,1651832895,1627846175
63472,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",78700000,3565614,1651832895,1627846115
63472,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",78700000,3565614,1651832895,1627846115
63471,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",84700000,3565611,1651832895,1627846051
63471,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",84700000,3565611,1651832895,1627846051
63470,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",91900000,3565609,1651832895,1627846027
63470,"0x8f4030D8503f30aCc1246a63bBf06D380705c183",91900000,3565609,1651832895,1627846027
57787,"0xBa63F649170B3045ba59Bf4Bd923373aF89E3Bf1",2709070191,3472603,1642156095,1624910210
57787,"0xBa63F649170B3045ba59Bf4Bd923373aF89E3Bf1",2709070191,3472603,1642156095,1624910210
68887,"0xE8142190989d38ec80001860a2d83Bd15b931947",6269515201,3612177,1678444095,1629309056
48384,"0x0bBf7580e036eA5D69ABe679CC90117EeC2e3dc1",47100232857,3375716,1628850495,1621821605
48384,"0x0bBf7580e036eA5D69ABe679CC90117EeC2e3dc1",47100232857,3375716,1628850495,1621821605
57539,"0x4DB4b435b6174dEE4745891a5ad91f4ae9F2c97f",9460000000,3469680,1628850495,1624817634
57539,"0x4DB4b435b6174dEE4745891a5ad91f4ae9F2c97f",9460000000,3469680,1628850495,1624817634
49861,"0xb0c5484fa97f3c531DF49fE230ABfD511CfC17cF",4436745781,3407214,1636108095,1622805980
49861,"0xb0c5484fa97f3c531DF49fE230ABfD511CfC17cF",4436745781,3407214,1636108095,1622805980
62993,"0x893872a463D44121118323c12A5bB69bC1161330",2337387017,3555985,1648204095,1627542751
62993,"0x893872a463D44121118323c12A5bB69bC1161330",2337387017,3555985,1648204095,1627542751
58997,"0x3f10aa7B6C135E78BBBc572f139360362E063e3b",19160000000,3491946,1627640895,1625515802
58997,"0x3f10aa7B6C135E78BBBc572f139360362E063e3b",19160000000,3491946,1627640895,1625515802
63005,"0x150c826D4992f815aBB2C8548B0BdB51801489d7",5219210550,3557451,1628850495,1627587819
63005,"0x150c826D4992f815aBB2C8548B0BdB51801489d7",5219210550,3557451,1628850495,1627587819
59846,"0x8fA04d50aBba8d888bbBe57459Dde52aBE97F83A",482000000,3480301,1625221695,1625148032
59846,"0x8fA04d50aBba8d888bbBe57459Dde52aBE97F83A",482000000,3480301,1625221695,1625148032
68737,"0x8aa4785E233167e16F94676c38491B1391d40fa7",58275000000,3607870,1637317695,1629174126
8869,"0x3746754436b9Fef1FBe0c126E4d49D030A486dfd",2793000000,3271194,1626431295,1618575472
8869,"0x3746754436b9Fef1FBe0c126E4d49D030A486dfd",2793000000,3271194,1626431295,1618575472
49662,"0x3746754436b9Fef1FBe0c126E4d49D030A486dfd",2838000000,3401404,1626431295,1622623610
49662,"0x3746754436b9Fef1FBe0c126E4d49D030A486dfd",2838000000,3401404,1626431295,1622623610
48406,"0xfDAF8Ad8296Ff2fa8406f5A78816c03270Cfab19",2981800000,3376759,1626431295,1621854387
48406,"0xfDAF8Ad8296Ff2fa8406f5A78816c03270Cfab19",2981800000,3376759,1626431295,1621854387
